Unnamed_1,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Levde_når_2,Levde_når_2_link,Når_komponert,Når_komponert_link,Diverse,Diverse_link,Diverse_2,Diverse_2_link,Dublett_,Forlag,Forlag_link,Nr_,Unnamed_13
,Si mig det jeg helst vil høre,https://musescore.com/user/26911315/scores/7080520,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1939,,Opus 39,,,,,Norsk Musikforlag,,5103,
,Sol over seil,https://musescore.com/user/26911315/scores/7678835,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,Magnus Brostrup Landstad,https://no.wikipedia.org/wiki/Magnus_Brostrup_Landstad_(1876-1956),1876 - 1956,,1922-23,,Opus 23,,,,,Norsk Musikforlag,,4821,
,"Sov nu, du lille",https://musescore.com/user/26911315/scores/10659904,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,Magnus Brostrup Landstad,https://no.wikipedia.org/wiki/Magnus_Brostrup_Landstad_(1876-1956),1876 - 1956,,1919,,,,,,,Haakon Zapffe,,999,
,The lucky Moon,https://musescore.com/user/26911315/scores/7668287,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,,,,,1910,,,,,,,Norsk Musikforlag,,7264,
,Valse Bohème,https://musescore.com/user/26911315/scores/7097612,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,2-1943,,,,,,,Norsk Musikforlag,,6921,
,Valse Romantique,https://musescore.com/user/26911315/scores/10612543,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,Magnus Brostrup Landstad,https://no.wikipedia.org/wiki/Magnus_Brostrup_Landstad_(1876-1956),1876 - 1956,,1935,,,,,,,Ernst Rolf,,288,
C,Varje liten tanke,https://musescore.com/user/26911315/scores/7517000,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,,,,,,,,Norsk Musikforlag,,4536?,
,Ved Løvfald,https://musescore.com/user/26911315/scores/7116686,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,,,,,1914,,Opus 59,,,,,Norsk Musikforlag,,6552,
,Vuggesang for Laila,https://musescore.com/user/26911315/scores/13411249,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,"Hiorth Schøyen, Rolf",https://no.wikipedia.org/wiki/Rolf_Hiorth-Schøyen,1887 - 1932,,1929,,,,,,,Norsk Musikforlag,,6282,
,Vårstemning,https://musescore.com/user/26911315/scores/20410606,"Thommessen, Reidar",https://no.wikipedia.org/wiki/Reidar_Thommessen,1889 - 1986,,"Eugén, Henry",https://www.nb.no/items/41a65312de5d4625db998bb165af1682?page=7&searchText=%22Henry%20eugen%22,1885 - 1972,,1928,,,,,,,Harald Lyche,,,
,Bamses fødselsdag,https://musescore.com/user/26911315/scores/7106446,Thorbjørn Egner,https://no.wikipedia.org/wiki/Thorbjørn_Egner,1912 - 1990,,Thorbjørn Egner,https://no.wikipedia.org/wiki/Thorbjørn_Egner,1912 - 1990,,1953,,,,,,,Eget forlag Grue,,,
,Finnskogen vår,https://musescore.com/user/26911315/scores/10159651,"Thorp, Oskar",,1906 - 1983,,"Thorp, Oskar",,1906 - 1983,,1951,,,,,,,,,,
,Elisa-vals,https://musescore.com/user/26911315/scores/8168898,"Thue, Ingolf (Jonas)",,1909 - 1996,,Harry Andre Harzon,,1912 - 2000,,1933,,,,,,,,,,
,Anders og Britta,https://musescore.com/user/26911315/scores/6998457,"Thörnqvist, Owe",https://sv.wikipedia.org/wiki/Owe_Thörnqvist,1929 -,,"Prøysen, Alf",https://no.wikipedia.org/wiki/Alf_Prøysen,1914 - 1970,,1956,,,,,,,,,,
,En droppe zigenareblod,https://musescore.com/user/26911315/scores/7012996,"Tigerström, Gunnar",https://sv.wikipedia.org/wiki/Gunnar_Tigerström,1914 - 1958,,"Tigerström, Gunnar",https://sv.wikipedia.org/wiki/Gunnar_Tigerström,1914 - 1958,,1946,,,,,,,,,,
,Alt som er skjønt og fint er,https://musescore.com/user/26911315/scores/6997731,"Tognarelly, Umberto",,1893 - 1934,,Mogens Dam,http://denstoredanske.dk/Kunst_og_kultur/Teater/Revy/Mogens_Dam,1897 - 1979,,1933,,,,,,,Carl M. Iversen,,154,
,"For deg, for meg, for oss",https://musescore.com/user/26911315/scores/7068973,"Tollefsen, Toralf",https://no.wikipedia.org/wiki/Toralf_Tollefsen,1914 - 1994,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1942,,,,,,,,,,
,Sonja Marie,https://musescore.com/user/26911315/scores/7085709,"Tollefsen, Toralf",https://no.wikipedia.org/wiki/Toralf_Tollefsen,1914 - 1994,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
x,Bestefar's vals,https://musescore.com/user/26911315/scores/7001053,Tom Andy,,,,Arne Svendsen,https://no.wikipedia.org/wiki/Arne_Svendsen,1884 - 1958,,1932,,(Fra Fitjar),,,,,,,,
,Ger du 17 i mej så ger jag 17 i dej,https://musescore.com/user/26911315/scores/7015268,"Torbern Cassel (1900 - 1942)
Fred Winter (Sten Njurling 1892 - 1945)",,,,"Sandberg, Sven-Olof",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,1922,,Amerikansk opphav?,,,,,Musikk-Centralen Oslo,,52,
,Stjernenattens melodi,https://musescore.com/user/26911315/scores/7097558,Torbjørn Moe,,1920 - 2004,,Torbjørn Moe?,,,,,,Filmen: Trysil-Knut,hhttps://no.wikipedia.org/wiki/Trysil-Knut_(film),,,,,,,
,En sjöman älskar havets våg,https://musescore.com/user/26911315/scores/11345956,Trad,,,,Gustaf Arthur Ossian Limborg,https://sv.wikipedia.org/wiki/Ossian_Limborg,1849 - 1908,,<1875,,,,,,,,,,
,Skivise,https://musescore.com/user/26911315/scores/7082146,Trad,,,,Alfred Maurstad,https://no.wikipedia.org/wiki/Alfred_Maurstad,1896 - 1967,,1941,,La Mer,https://en.wikipedia.org/wiki/La_Mer_(song),,,,,,,
,Bohus-Rillen,https://musescore.com/user/26911315/scores/7108337,Trad?,,,,Göran Svenning,https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,191?,,,,,,,Norsk Musikforlag,,7232,
,La mer,https://musescore.com/user/26911315/scores/7043723,"Trenet, Charles",https://en.wikipedia.org/wiki/Charles_Trenet,1903 - 2001,,"Trenet, Charles",https://en.wikipedia.org/wiki/Charles_Trenet,1903 - 2001,,1945,,,,,,,Musikk-huset,,340,
,Roser og raketter,,Trygve Torjussen,https://nl.wikipedia.org/wiki/Trygve_Torjussen,1885 - 1977,,,,,,1940,,Alias: H. Conn ,,,,2,,,,
,Sjutton år,https://musescore.com/user/26911315/scores/7284383,"Turesson, Gunnar",https://sv.wikipedia.org/wiki/Gunnar_Turesson,1906 - 2001,,Josef Oliv,https://sv.wikipedia.org/wiki/Josef_Oliv,1895 - 1974,,1948?,,,,,,,,,,
,Aldri mer,https://musescore.com/user/26911315/scores/6997438,"Tveten, Haakon",https://no.wikipedia.org/wiki/Håkon_Tveten,1910 - 2004,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,,,,,,,2,,,,
,Vår i Lofoten,https://musescore.com/user/26911315/scores/7111265,"Tveten, Haakon",https://no.wikipedia.org/wiki/Håkon_Tveten,1910 - 2004,,Jens Book Jenssen,https://no.wikipedia.org/wiki/Jens_Book-Jenssen,1910 - 1999,,1940,,,,,,,Carl M. Iversen,,224,
x,"Mor, kjære mor",https://musescore.com/user/26911315/scores/7045144,"Tveten, Haakon (H. Conn)",https://no.wikipedia.org/wiki/Håkon_Tveten,1910 - 2004,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1941,,Alias: H. Conn ,,,,,Eget forlag,,,
,Nu skinner solen igjen på vår lille jord,https://musescore.com/user/26911315/scores/7045286,"Ulrik, Sven",https://danskefilm.dk/skuespiller.php?id=8585,1911 - 1980,,"Hjort, Oluf",,,,1946?,,Omtale,"https://no.wikipedia.org/wiki/Mor,_kjære_mor",,,,,,,
,Brylupsmars,https://musescore.com/user/26911315/scores/12293908,"Utgård, Ole B.",,1905 - 1992,,,,,,1933,,,,,,,,,,
,My heart is a Hobo,https://musescore.com/user/26911315/scores/17313295,"van Heusen, James",https://en.wikipedia.org/wiki/Jimmy_Van_Heusen,1913 - 1990,,"Burke, Johnny",https://en.wikipedia.org/wiki/Johnny_Burke_(lyricist),1908 - 1964,,1947,,,,Note gitt til Block-Nakkerud,,,,,,
,Don Juan Akaba,https://musescore.com/user/26911315/scores/17252644,Viddy,,,,"Engelhardt-Sørlie, Rolf",,,,1931,,Reklame for M. Glott tobakk,,Note gitt til Block-Nakkerud,,,Eget forlag,,,
,Kronprinsesse Märthas vuggevise,https://musescore.com/user/26911315/scores/7483004,"Vieth, Willie",https://no.wikipedia.org/wiki/Willie_Vieth,1905 - 1968,,"Carlmar, Otto",https://no.wikipedia.org/wiki/Otto_Carlmar,1902 - 1987,,1930,,,,,,,Norsk Musikforlag,,7200,
,Nattens toner,https://musescore.com/user/26911315/scores/23391214,"Vieth, Willie",https://no.wikipedia.org/wiki/Willie_Vieth,1905 - 1968,,"Laland, Harald",https://www.nb.no/items/9a5b6fdde729f62f1465940f53e16936?page=1&searchText=%22Harald%20Laland%22,1901 - 1963,,1937,,"Fra filmen ""Bra Mennesker""",https://no.wikipedia.org/wiki/Bra_mennesker,,,,,,,
,Bluberry Hill,,Vincent Rose,https://en.wikipedia.org/wiki/Vincent_Rose,1880 - 1944,,"Larry Stock, Al Lewis",,,,1940,https://en.wikipedia.org/wiki/Blueberry_Hill_(song),,,,,,,,,
x,Emigrantvalsen,https://musescore.com/user/26911315/scores/7012984,W. Berner (Helge Lindberg),https://no.wikipedia.org/wiki/Helge_Lindberg,1898 - 1973,,Steinar Jørundstad,https://no.wikipedia.org/wiki/Steinar_Jøraandstad,1903 - 1946,,1929,https://www.nb.no/items/64c15ce7e5f41f8d098ed0b3bcfd94f5?page=1&searchText=%22W.%20Berner%22,Emigrantvalsen,https://no.wikipedia.org/wiki/Emigrantvalsen,,,,,,,
,I skumringens sund,https://musescore.com/user/26911315/scores/7026055,"Waarum, C. T.  (Jean Carl Thor Waarum)",,1912 - 1979,,"Waarum, C. T.  (Jean Carl Thor Waarum)",,1912 - 1979,,,,Trykkerieier Oslo. (Jean Carl Thor Waarum),,,,,,,,
,Hutte-Tu!,https://musescore.com/user/26911315/scores/7017571/s/z4SoPX,"Waarum, Jean (Carl Thor Waarum)",,1912 - 1979,,"Waarum, Jean (Carl Thor Waarum)",,1912 - 1979,,,,Trykkerieier Oslo. (Jean Carl Thor Waarum),,,,,,,,
,Lengsel,https://musescore.com/user/26911315/scores/15342139,"Waarum, Jean (Carl Thor Waarum)",,1912 - 1979,,"Waarum, Jean (Carl Thor Waarum)",,1912 - 1979,,1944,,Trykkerieier Oslo. (Jean Carl Thor Waarum),,,,,Eget forlag,,,
,Bonn-jazz,https://musescore.com/user/26911315/scores/8353728,"Wahlberg, Gaston René ",https://sv.wikipedia.org/wiki/Gaston_René_Wahlberg,1875 - 1956,,"Theodor Larsson (""Skånska Lasse"")",https://sv.wikipedia.org/wiki/Skånska_Lasse,1880 - 1937,,1922,,"""Johan på Snippen""",,,,,,,,
,Dansen på Måkeskjær,https://musescore.com/user/26911315/scores/7005706,"Wahlberg, Gideon",https://sv.wikipedia.org/wiki/Gideon_Wahlberg,1890 - 1948,,"Almquist, Eystein",,1903 - 1971,,1928,,(Original tekst: Gideon Wahlberg),,,,,Kåre Korneliussen,,67,
,Medan valsen går,https://musescore.com/user/26911315/scores/7355786,"Ward, Charles B.",,1865 - 1917,,Jerico (John Eric Olausson),https://www.discogs.com/artist/1168632-Jerico-2?filter_anv=1&anv=Jerico&page=2,1890 - 1974,,1942,,"1895: ""The band played on""",https://en.wikipedia.org/wiki/The_Band_Played_On,,,,,,,
,Eikerjenta og Eikerpolka,https://musescore.com/user/26911315/scores/10089736,"Warlo, Eivind",https://www.nb.no/items/a0abe05c8291f70e64a64e341434eabc?page=1&searchText=%22Eivind%20Warlo%22,1913 - 1972,,,,,,,,Arr: Kåre Korneliussen,,,,,,,,
,Zing a Little Zong,,"Warren, Harry",https://en.wikipedia.org/wiki/Harry_Warren,1893- 1981,,Leo Robin,https://en.wikipedia.org/wiki/Leo_Robin,1893 - 1981,,,,Fra en Sonja Henie-film,https://en.wikipedia.org/wiki/I_Know_Why_(And_So_Do_You),,,,Ernst Rolf,,1796,
,Är det för att jag är kär?,,"Warren, Harry",https://en.wikipedia.org/wiki/Harry_Warren,1893- 1981,,Roni,,,,1941,,,,,,,Ernst Rolf,,,
x,Klockan 12-valsen,https://musescore.com/user/26911315/scores/7581698,"Wehle, Karl",https://sv.wikipedia.org/wiki/Karl_Wehle,1901 - 1933,,Fritz Gustav,https://sv.wikipedia.org/wiki/Fritz_Gustaf_Sundelöf,1895 - 1974,,1929,,,,,,,Oluf By,,I kommisjon,
,Prins Nordanvind,https://musescore.com/user/26911315/scores/7050964,"Wehle, Karl",https://sv.wikipedia.org/wiki/Karl_Wehle,1901 - 1933,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1929,,,,,,,Eget forlag,,,
,Det visner,https://musescore.com/user/26911315/scores/23989741,"Weigner, Ludwig Moe",https://lokalhistoriewiki.no/wiki/Ludvig_Moe_Weigner,1905 - 1986,,,,,,1930?,,,,,,,,,,
,Kronprinsesse Märthas vuggevise,https://musescore.com/user/26911315/scores/21422653,"Wennevold, Gudrun (Engelsen) ",,1882 - 1952,,Gudrun (Engelsen) Wennevold,,1882 - 1952,,1930,,Arr. A. Stensvold,,,,,Norsk Musikforlag,,7293,
,Tango d'Amour,https://musescore.com/user/26911315/scores/7093228,"Wennevold, Gudrun (Engelsen) ",,1882 - 1952,,Gudrun (Engelsen) Wennevold,,1882 - 1952,,1927,,,,,,,Norsk Musikforlag,,7609,
,Bare et ord,https://musescore.com/user/26911315/scores/7115068,"Westby, Karl",https://no.wikipedia.org/wiki/Karl_Westby,1915 - 2002,,Javan Røed,https://www.strindahistorielag.no/wiki/index.php/Javan_Røed,1913 - 2001,,1944,,,,,,,,,,
,"Musikus, hvor er du?",https://musescore.com/user/26911315/scores/11409727,"Westby, Karl",https://no.wikipedia.org/wiki/Karl_Westby,1915 - 2002,,"Westby, Karl",https://no.wikipedia.org/wiki/Karl_Westby,1915 - 2002,,1945,,1 pr. Jazzkonkurranse 1927,https://www.nb.no/items/f2b19d6aae9274d80c70e3b2965be9c1?page=5&searchText=%22Notestik%22,,,,,,,
,Choc'late Kiddie,https://musescore.com/user/26911315/scores/7005703,"Westbye, Sigurd O.",https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,Sigurd O. Westbye,https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,1928,,,,,,2,Oluf By,,,
,Flora,https://musescore.com/user/26911315/scores/7015096,"Westbye, Sigurd O.",https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,Carl Kaas,,,,1927,,Tilegnet H. K. H. Kronprins Olav.,,,,,Norsk Notestik og Forlag,,178,
,Marinegasten,https://musescore.com/user/26911315/scores/7045005,"Westbye, Sigurd O.",https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,Sigurd O. Westbye,https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,1925?,,,,,,,Emil Carelius,,390,
,Olympia-inntog ,https://musescore.com/user/26911315/scores/8469905,"Westbye, Sigurd O.",https://no.wikipedia.org/wiki/Sigurd_O._Westbye,1881 - 1972,,,,,,1928,,,,,,,Thore Bækken Trondheim,,,
,Tango Valentino,https://musescore.com/user/26911315/scores/7593836,"Westling, Ejnar",https://sv.wikipedia.org/wiki/Ejnar_Westling,1896 - 1961,,,,,,1923,,,,,,,Norsk Musikforlag,,6292,
,Souvenir Deux,https://musescore.com/user/26911315/scores/22442119,"Wiborg, Rolf",https://www.nb.no/items/1b9b617bb6e7dcfd778bd847a56b4c5f?page=1&searchText=%22Rolf%20Wiborg%22,1891 - 1972,,,,,,1929,,,,,,,Norsk Musikforlag,,7286,
,Matadoren,https://musescore.com/user/26911315/scores/12221782,"Widding, Arnold",,1909 - 1977,,,,,,1948,https://www.nb.no/items/3326df2981afdaedc6b5bb86a0db5b1f?page=1&searchText=%22Sverre%20Nilsen%20har%20komponert%22,,,,,,Norsk Notestik og Forlag,,1809,
,Minnes du?,https://musescore.com/user/26911315/scores/7045131,"Wiik, Aage B.",,,,Anne Mathisen,,,,1943,,,,,,,Bartnes forlag,,12,
,Min lille Mary-Ann,https://musescore.com/user/26911315/scores/7298549,Wilhelm Grosz,https://en.wikipedia.org/wiki/Wilhelm_Grosz,1894 - 1939,,"Rosenlind, Olaf",,1908 - 1990,,1936,,,,,,,Norsk Musikforlag,,6919,
,Hansen i går'n,https://musescore.com/user/26911315/scores/11704819,Will Willys (Willy Olsen),,,,S. Valde,,,,1936,,,,,,4,,,,
,Når bølgene sakte slår,https://musescore.com/user/26911315/scores/11236243,Will Willys (Willy Olsen),,,,"Rosenlind, Olaf",,1908 - 1990,,1935,,,,,,,,,,
,"""Swing"" kun i din ungdoms vår",https://musescore.com/user/26911315/scores/7109324,Will Willys (Willy Olsen),,,,S. Valde,,,,1942,,,,,,,Abraham Lundquist,,3418/3481,
,Bare litt med det,https://musescore.com/user/26911315/scores/6998537,"Williams, Jack",,,,Arne Svendsen,https://no.wikipedia.org/wiki/Arne_Svendsen,1884 - 1958,,,,,,,,,,,,
,Fryksdals-polska,https://musescore.com/user/26911315/scores/7462088,"Willners, Ernst",https://sv.wikipedia.org/wiki/Ernst_Willners,1869 - 1947,,,,,,1901,,,,,,,Oslo Musikforlag,,,
,En skjærgårdsvals,https://musescore.com/user/26911315/scores/7015027,"Willoch, Einar (Lon Gog)",https://sv-se.facebook.com/steinkaker/posts/879986225850637/,1895 - 1957,,Carl Kaas,,,,1927,,,,,,,Norsk Musikforlag,,,
x,Orchidée,https://musescore.com/user/26911315/scores/7626218,"Willoch, Einar (Lon Gog)",https://sv-se.facebook.com/steinkaker/posts/879986225850637/,1895 - 1957,,Lon Gog (Einar Willoch),https://sv-se.facebook.com/steinkaker/posts/879986225850637/,1895 - 1957,,1928,,,,,,,Svenska Noter A/S,,80,
,Å elske en sjömand,https://musescore.com/user/26911315/scores/7103082,"Willoch, Einar (Lon Gog)",https://sv-se.facebook.com/steinkaker/posts/879986225850637/,1895 - 1957,,Lon Gog (Einar Willoch),https://sv-se.facebook.com/steinkaker/posts/879986225850637/,1895 - 1957,,1928,,,,,,,Svenska Noter A/S,,4,
,Då reser jag med Klara till Sahara,https://musescore.com/user/26911315/scores/22274446,"Wilson, Tom (Sven-Olof Sandberg)",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,Nils-Georg (Georg Eliasson),https://sv.wikipedia.org/wiki/Georg_Eliasson,1905 - 1973,,1929,,,,,,,,,,
,En vårdrill,https://musescore.com/user/26911315/scores/21276859,"Wilson, Tom (Sven-Olof Sandberg)",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,"Sandberg, Sven-Olof",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,1930,,,,,,,Carl M. Iversen,,193,
,Mandalay,https://musescore.com/user/26911315/scores/7705088,"Winkel, Erling",https://denstoredanske.lex.dk/Erling_Winkel,1911 - 1969,,Rudyard Kipling,,1865 - 1936,,1936,,,,,,,Musikk-huset,,447,
,Gi meg din hånd,https://musescore.com/user/26911315/scores/10324639,"Winkler, Gerhard",https://de.wikipedia.org/wiki/Gerhard_Winkler_(Komponist),1906 - 1977,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,,,,,,,,Musikkhuset A/S,,1547,
,Bella Bella Marie,https://musescore.com/user/26911315/scores/7338905,"Winkler, Gerhard",https://de.wikipedia.org/wiki/Gerhard_Winkler_(Komponist),1906 - 1977,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1947,,"Fra filmen ""Sten Stensson Steen""",https://sv.wikipedia.org/wiki/Sten_Stensson_Stéen_från_Eslöv_på_nya_äventyr,,,,Musikk-huset,,333,
,O mia bella Napoli,https://musescore.com/user/26911315/scores/7045382,"Winkler, Gerhard",https://de.wikipedia.org/wiki/Gerhard_Winkler_(Komponist),1906 - 1977,,Arne Bendiksen,https://no.wikipedia.org/wiki/Arne_Bendiksen,1926 - 2009,,1936,,,,,,,,,,
,Skal du älska mej i December,https://musescore.com/user/26911315/scores/7517231,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Gösta Stevens,https://no.wikipedia.org/wiki/Gösta_Stevens,1897 - 1964,,1942,,,,,,,,,,
,Dalarö-shimmyn,https://musescore.com/user/26911315/scores/7408568,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Anders Eje (Axel Essén),https://sv.wikipedia.org/wiki/Axel_Essén,1880 - 1951,,1922,,,,,,,,,,
,"Deilig, deilig, deilig",https://musescore.com/user/26911315/scores/7960946,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,"Carlmar, Otto",https://no.wikipedia.org/wiki/Otto_Carlmar,1902 - 1987,,1930,,"Fra filmen ""Lyckans gullgossar""",https://no.wikipedia.org/wiki/Lyckans_gullgoss,,,,,,,
,Det blommade två rosor,https://musescore.com/user/26911315/scores/7011987,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Fritz Gustaf (Sunderlöf),https://sv.wikipedia.org/wiki/Fritz_Gustaf_Sundelöf,1895 - 1974,,1932,,,,,,,,,,
x,Nittonhundrakallt,https://musescore.com/user/26911315/scores/7487558,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Anders Eje (Axel Essén),https://sv.wikipedia.org/wiki/Axel_Essén,1880 - 1951,,,,,,,,,,,,
,Varje steg är ett steg mot himlen,https://musescore.com/user/26911315/scores/7097633,"Winter, Fred",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Fritz Gustav,https://sv.wikipedia.org/wiki/Fritz_Gustaf_Sundelöf,1895 - 1974,,1932,,,,,,,,,,
,Around the World,,"Young, Victor",,,,"Adamson, Harold",,,,1956,,,,,,,Norsk Musikforlag,,7383,
x,Tømmer-Jon,https://musescore.com/user/26911315/scores/10336912,"Young, Victor",https://en.wikipedia.org/wiki/Victor_Young,1899 - 1956,,Arne Bendiksen,https://no.wikipedia.org/wiki/Arne_Bendiksen,1926 - 2009,,1955,,,,,,,"Alfred Thorsing, Kjøbenhavn",,97,
,La Paloma,https://musescore.com/user/26911315/scores/9789796,"Yradier, S. De",https://en.wikipedia.org/wiki/Sebastián_Iradier,1809 - 1865,,,,,,ca 1860,,,,,,,,,,
,Der er maaske en lille Pige,https://musescore.com/user/26911315/scores/13480123,"Yrneh, Alexander (Henry Carlsen)",https://danskefilm.dk/skuespiller.php?id=405,1899 - 1955,,"Carlsen, Henry",https://danskefilm.dk/skuespiller.php?id=405,1899 - 1955,,1926,,,,,,,Berta Önnerberg,https://sv.wikipedia.org/wiki/Berta_Önnerberg,1,
,Jag skänker Er violer,https://musescore.com/user/26911315/scores/7026196,"Yrneh, Alexander (Henry Carlsen)",https://danskefilm.dk/skuespiller.php?id=405,1899 - 1955,,"Sandberg, Sven-Olof",https://no.wikipedia.org/wiki/Sven-Olof_Sandberg,1905 - 1974,,1929,,,,,,,,,,
,Brustna strängar,https://musescore.com/user/26911315/scores/25002241,"Önnerberg, Berta",https://sv.wikipedia.org/wiki/Berta_Önnerberg,1886 - 1980,,"Önnerberg, Berta",https://sv.wikipedia.org/wiki/Berta_Önnerberg,1886 - 1980,,1925,,Op. 4,,,,,,,,
,De vackraste ögon i världen,https://musescore.com/user/26911315/scores/25737622,"Önnerberg, Berta",https://sv.wikipedia.org/wiki/Berta_Önnerberg,1886 - 1980,,"Westling, Ejnar",https://sv.wikipedia.org/wiki/Ejnar_Westling,1896 - 1961,,1930,,,,,,,Edition Sylvain,,183,
